City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,East London,ZA,-33.0153,27.9116,72.54,64,0,17.27,clear sky
1,Olafsvik,IS,64.8945,-23.7142,26.56,68,82,15.7,snow
2,Mataura,NZ,-46.1927,168.8643,50.49,98,100,2.04,overcast clouds
3,Tasiilaq,GL,65.6145,-37.6368,6.96,74,4,3.76,clear sky
4,Kaitangata,NZ,-46.2817,169.8464,48.78,94,96,5.91,overcast clouds
5,Busselton,AU,-33.65,115.3333,76.08,56,32,6.17,scattered clouds
6,Harper,LR,4.375,-7.7169,83.62,71,55,8.77,broken clouds
7,Punta Arenas,CL,-53.15,-70.9167,55.51,50,40,14.97,scattered clouds
8,Hithadhoo,MV,-0.6,73.0833,81.66,76,62,11.92,broken clouds
9,Thompson,CA,55.7435,-97.8558,-12.84,77,90,5.75,overcast clouds
10,Saskylakh,RU,71.9167,114.0833,-31.95,100,49,1.99,scattered clouds
11,Kupang,ID,-10.1667,123.5833,77.58,100,40,2.3,scattered clouds
12,Nouakchott,MR,18.0858,-15.9785,93.13,22,1,11.7,clear sky
13,Atuona,PF,-9.8,-139.0333,78.8,72,9,19.39,clear sky
14,Port Elizabeth,ZA,-33.918,25.5701,72.1,73,20,25.32,few clouds
15,San Patricio,US,28.017,-97.5169,77.09,70,7,14.9,clear sky
16,Ushuaia,AR,-54.8,-68.3,47.86,66,75,19.57,broken clouds
17,Faanui,PF,-16.4833,-151.75,80.04,73,100,6.04,light rain
18,Lagoa,PT,39.05,-27.9833,63.97,89,100,35.34,overcast clouds
19,Mbandaka,CD,0.0487,18.2603,75.2,89,66,6.69,light rain
20,Codrington,AU,-38.2667,141.9667,51.35,92,2,7.61,clear sky
21,Braintree,GB,51.8782,0.5529,51.78,93,97,20.4,overcast clouds
22,Kahului,US,20.8947,-156.47,68.97,77,1,5.75,clear sky
23,Cayenne,GF,4.9333,-52.3333,84.24,84,90,7.0,overcast clouds
24,Beringovskiy,RU,63.05,179.3167,2.95,97,100,18.32,snow
25,Ponta Do Sol,PT,32.6667,-17.1,71.01,85,59,5.68,broken clouds
26,Rikitea,PF,-23.1203,-134.9692,76.66,79,69,13.58,broken clouds
27,Mitchell,US,43.7094,-98.0298,3.18,78,90,17.27,overcast clouds
28,Avarua,CK,-21.2078,-159.775,75.25,73,100,5.75,overcast clouds
29,Bluff,NZ,-46.6,168.3333,50.81,73,100,8.99,overcast clouds
30,Thinadhoo,MV,0.5333,72.9333,81.55,74,83,11.63,broken clouds
31,Kodiak,US,57.79,-152.4072,38.97,77,3,5.97,clear sky
32,Saint-Philippe,RE,-21.3585,55.7679,78.39,86,96,14.05,light rain
33,Tuatapere,NZ,-46.1333,167.6833,50.83,90,100,3.4,overcast clouds
34,Qaanaaq,GL,77.484,-69.3632,-3.44,53,49,7.27,scattered clouds
35,Namibe,AO,-15.1961,12.1522,73.9,60,62,11.01,broken clouds
36,Clyde River,CA,70.4692,-68.5914,-18.17,76,20,3.44,few clouds
37,Nalut,LY,30.3333,10.85,63.36,48,0,12.64,clear sky
38,Kapaa,US,22.0752,-159.319,74.12,76,75,1.01,light rain
39,Surt,LY,31.2089,16.5887,65.28,63,16,9.35,few clouds
40,Butaritari,KI,3.0707,172.7902,80.6,80,99,6.31,moderate rain
41,Carnarvon,AU,-24.8667,113.6333,80.67,69,97,18.41,overcast clouds
42,Bansi,IN,27.1833,82.9333,60.24,82,100,1.01,overcast clouds
43,Kontagora,NG,10.3999,5.4695,92.41,13,26,5.19,scattered clouds
44,San Policarpo,PH,12.1791,125.5072,79.12,81,91,19.95,overcast clouds
45,Silver City,US,32.7701,-108.2803,36.68,72,1,13.0,clear sky
46,Longyearbyen,SJ,78.2186,15.6401,4.84,72,0,16.11,clear sky
47,Pangody,RU,65.85,74.4859,-9.63,100,76,8.95,broken clouds
48,Dennery,LC,13.8996,-60.8879,84.29,65,40,13.8,scattered clouds
49,Severo-Kurilsk,RU,50.6789,156.125,29.61,93,100,36.17,snow
50,Chlorakas,CY,34.8042,32.4083,58.23,76,20,3.44,few clouds
51,Cabra,ES,37.4725,-4.4421,63.84,67,8,4.0,clear sky
52,Airai,TL,-8.9266,125.4092,60.85,89,100,1.92,overcast clouds
53,Puerto Ayora,EC,-0.7393,-90.3518,75.16,76,99,9.01,overcast clouds
54,Tiksi,RU,71.6872,128.8694,-18.62,100,100,4.81,overcast clouds
55,Dajal,PK,29.5577,70.3762,59.04,51,0,6.69,clear sky
56,Ahipara,NZ,-35.1667,173.1667,65.05,94,100,13.47,overcast clouds
57,Caravelas,BR,-17.7125,-39.2481,79.56,77,100,8.72,heavy intensity rain
58,Ancud,CL,-41.8697,-73.8203,67.53,65,10,6.67,clear sky
59,Chumphon,TH,10.3333,98.8333,69.33,94,24,3.0,few clouds
60,Albany,US,42.6001,-73.9662,41.47,91,43,1.01,scattered clouds
61,Hermanus,ZA,-34.4187,19.2345,70.9,65,92,7.74,overcast clouds
62,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,66,16,4.32,few clouds
63,Touros,BR,-5.1989,-35.4608,88.7,60,48,15.68,scattered clouds
64,Itarema,BR,-2.9248,-39.9167,88.79,57,51,17.52,broken clouds
65,Georgetown,MY,5.4112,100.3354,82.89,80,20,1.01,few clouds
66,Mahebourg,MU,-20.4081,57.7,79.25,83,40,11.5,light rain
67,Arraial Do Cabo,BR,-22.9661,-42.0278,84.16,74,40,8.05,scattered clouds
68,Lebu,CL,-37.6167,-73.65,65.66,72,99,11.95,overcast clouds
69,Ola,RU,59.5833,151.2833,-9.27,78,100,13.67,overcast clouds
70,Gazanjyk,TM,39.2446,55.5154,41.23,58,99,4.54,overcast clouds
71,Nandurbar,IN,21.3667,74.25,69.3,62,30,7.72,scattered clouds
72,Cherskiy,RU,68.75,161.3,-43.58,98,100,1.63,overcast clouds
73,Chuy,UY,-33.6971,-53.4616,82.26,35,1,7.67,clear sky
74,Victoria,HK,22.2855,114.1577,65.25,79,32,4.0,scattered clouds
75,Souillac,MU,-20.5167,57.5167,79.36,83,40,11.5,scattered clouds
76,Arenys De Mar,ES,41.5819,2.5494,67.57,68,80,2.98,broken clouds
77,Yellowknife,CA,62.456,-114.3525,-32.71,74,1,5.75,clear sky
78,Necochea,AR,-38.5473,-58.7368,75.04,54,0,15.64,clear sky
79,Bambous Virieux,MU,-20.3428,57.7575,79.21,83,40,11.5,light rain
80,Kashan,IR,33.9831,51.4364,45.54,45,4,2.35,clear sky
81,Bairiki,KI,1.3292,172.9752,78.8,89,20,1.14,few clouds
82,Mattru,SL,7.6244,-11.8332,93.34,35,96,2.8,overcast clouds
83,Barrow,US,71.2906,-156.7887,-20.18,76,1,8.05,clear sky
84,Walvis Bay,NA,-22.9575,14.5053,76.15,50,12,19.57,few clouds
85,Ust-Nera,RU,64.5667,143.2,-35.21,100,93,4.27,overcast clouds
86,Banamba,ML,13.55,-7.45,90.52,8,0,10.02,clear sky
87,Abengourou,CI,6.7297,-3.4964,96.3,19,84,2.21,broken clouds
88,Solnechnyy,RU,50.7214,136.6319,-22.31,98,65,1.83,broken clouds
89,Bredasdorp,ZA,-34.5322,20.0403,67.32,56,93,9.22,overcast clouds
90,Progreso,MX,21.2833,-89.6667,82.11,62,0,15.64,clear sky
91,Dunedin,NZ,-45.8742,170.5036,53.8,72,100,4.0,light rain
92,Sola,VU,-13.8833,167.55,81.73,78,100,6.11,overcast clouds
93,Esperance,AU,-33.8667,121.9,60.64,80,6,17.18,clear sky
94,Hlotse,LS,-28.8718,28.045,68.47,44,94,10.07,overcast clouds
95,Chandbali,IN,20.7833,86.7667,69.24,78,0,6.82,clear sky
96,Karpathos,GR,35.507,27.2132,62.56,72,40,14.97,scattered clouds
97,Sur,OM,22.5667,59.5289,73.4,67,70,6.51,broken clouds
98,Macheng,CN,31.1783,115.0319,37.53,43,1,1.41,clear sky
99,Castro,BR,-24.7911,-50.0119,84.36,42,7,6.33,clear sky
100,Renqiu,CN,38.6989,116.0936,27.54,49,0,3.36,clear sky
101,Ardu,EE,59.0986,25.3541,22.68,81,100,9.6,overcast clouds
102,Halifax,CA,44.6453,-63.5724,35.42,80,100,3.44,overcast clouds
103,The Pas,CA,53.8251,-101.2541,-23.78,76,20,3.44,few clouds
104,Grants,US,35.1473,-107.8514,32.23,59,1,16.11,clear sky
105,Nome,US,64.5011,-165.4064,24.87,86,90,12.66,light snow
106,Geilo,NO,60.5333,8.2076,14.4,84,17,5.88,few clouds
107,Calama,CL,-22.4667,-68.9333,77.49,12,0,11.72,clear sky
108,Eniwa,JP,42.8779,141.5442,11.82,92,75,1.14,broken clouds
109,Acapulco,MX,16.8634,-99.8901,79.9,62,0,0.85,clear sky
110,Berlevag,NO,70.8578,29.0864,12.15,79,0,14.97,clear sky
111,Torbay,CA,47.6666,-52.7314,35.58,89,90,26.46,mist
112,Labuhan,ID,-6.8844,112.2051,80.38,80,98,7.0,heavy intensity rain
113,Aripuana,BR,-9.1667,-60.6333,76.48,97,100,3.06,light rain
114,Ribeira Grande,PT,38.5167,-28.7,66.6,88,75,28.77,broken clouds
115,Talara,PE,-4.5772,-81.2719,75.96,64,0,20.71,clear sky
116,Terme,TR,41.2092,36.9739,57.13,60,100,4.63,overcast clouds
117,Yenagoa,NG,4.9247,6.2642,85.62,60,97,8.52,light rain
118,Crotone,IT,39.0851,17.1178,57.29,94,0,10.36,clear sky
119,Wanaka,NZ,-44.7,169.15,51.12,78,88,1.01,overcast clouds
120,Vaini,TO,-21.2,-175.2,75.36,94,40,0.0,light rain
121,Ostrovnoy,RU,68.0531,39.5131,1.17,94,93,8.72,overcast clouds
122,Saldanha,ZA,-33.0117,17.9442,73.45,69,90,12.55,overcast clouds
123,El Vendrell,ES,41.2167,1.5333,67.75,76,9,4.0,clear sky
124,Aranos,NA,-24.1333,19.1167,87.33,11,11,5.19,few clouds
125,Price,US,39.5994,-110.8107,21.11,73,90,3.44,overcast clouds
126,Marrakesh,MA,31.6315,-8.0083,77.07,38,0,6.91,clear sky
127,Batemans Bay,AU,-35.7167,150.1833,53.91,81,76,3.58,broken clouds
128,Nikolskoye,RU,59.7035,30.7861,22.89,99,100,4.54,overcast clouds
129,Iracoubo,GF,5.4802,-53.2011,81.01,79,59,9.28,broken clouds
130,Kresttsy,RU,58.2452,32.5165,12.6,98,99,4.07,overcast clouds
131,Asosa,ET,10.0667,34.5333,71.47,50,53,3.56,broken clouds
132,Cidreira,BR,-30.1811,-50.2056,76.08,66,2,11.72,clear sky
133,Gbadolite,CD,4.2833,21.0167,86.0,52,76,7.56,broken clouds
134,Majene,ID,-3.5403,118.9707,77.63,84,97,6.24,overcast clouds
135,Zholymbet,KZ,51.7433,71.7122,20.26,94,100,16.26,light snow
136,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,92,75,1.99,broken clouds
137,Lodhikheda,IN,21.5833,78.8333,63.32,82,63,11.27,broken clouds
138,Maceio,BR,-9.6658,-35.7353,89.04,55,75,13.8,broken clouds
139,Kotka,FI,60.4664,26.9458,22.32,77,100,11.48,overcast clouds
140,Norman Wells,CA,65.282,-126.8329,-11.16,77,40,5.75,scattered clouds
141,Rock Sound,BS,24.9,-76.2,76.1,62,57,8.01,broken clouds
142,Alofi,NU,-19.0595,-169.9187,69.69,94,99,1.14,moderate rain
143,New Norfolk,AU,-42.7826,147.0587,52.72,72,25,1.99,scattered clouds
144,Loxstedt,DE,53.4667,8.65,45.01,98,96,11.01,overcast clouds
